Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,genotype,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue,AGE,sex
SRR20641089,RNA-Seq,50,52173900,PRJNA862285,SAMN29955186,22561719,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX16664307,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389893,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6389893,Bone marrow,SRP388304,Bone marrow,,
SRR20641090,RNA-Seq,50,56566650,PRJNA862285,SAMN29955187,24428998,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX16664306,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389892,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6389892,Bone marrow,SRP388304,Bone marrow,,
SRR20641100,RNA-Seq,50,65001900,PRJNA862285,SAMN29955221,27919038,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX16664296,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389858,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6389858,Bone marrow,SRP388304,Bone marrow,,
SRR20641101,RNA-Seq,50,70702400,PRJNA862285,SAMN29955222,30548215,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664295,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389857,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6389857,Bone marrow,SRP388304,Bone marrow,,
SRR20641102,RNA-Seq,50,61734450,PRJNA862285,SAMN29955223,26789582,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664294,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389856,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6389856,Bone marrow,SRP388304,Bone marrow,,
SRR20641103,RNA-Seq,50,44934350,PRJNA862285,SAMN29955224,19719649,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664293,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389855,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6389855,Bone marrow,SRP388304,Bone marrow,,
SRR20641104,RNA-Seq,50,74836250,PRJNA862285,SAMN29955225,32377732,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664292,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389854,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6389854,Bone marrow,SRP388304,Bone marrow,,
SRR20641105,RNA-Seq,50,67137550,PRJNA862285,SAMN29956413,28709206,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX16664291,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388749,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6388749,Bone marrow,SRP388304,Bone marrow,,
SRR20641118,RNA-Seq,50,61158700,PRJNA862285,SAMN29956426,26213728,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664278,Aldh2 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388736,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6388736,Bone marrow,SRP388304,Bone marrow,,
SRR20641119,RNA-Seq,50,57445850,PRJNA862285,SAMN29956427,24496039,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664277,Aldh2 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388735,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6388735,Bone marrow,SRP388304,Bone marrow,,
SRR20641123,RNA-Seq,50,97193850,PRJNA862285,SAMN29956463,42286287,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664273,Aldh2 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388699,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:52:00Z,1,GSM6388699,Bone marrow,SRP388304,Bone marrow,,
SRR20641124,RNA-Seq,50,91097550,PRJNA862285,SAMN29956464,39081547,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664272,Aldh2 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388698,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:52:00Z,1,GSM6388698,Bone marrow,SRP388304,Bone marrow,,
SRR20641127,RNA-Seq,50,74128300,PRJNA862285,SAMN29956467,31674901,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664269,Aldh2 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388695,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:52:00Z,1,GSM6388695,Bone marrow,SRP388304,Bone marrow,,
SRR20641128,RNA-Seq,50,73230600,PRJNA862285,SAMN29956468,31233784,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX16664268,Aldh2 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388694,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6388694,Bone marrow,SRP388304,Bone marrow,,
SRR20641129,RNA-Seq,50,36475150,PRJNA862285,SAMN29956485,15623720,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX16664267,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388677,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6388677,Bone marrow,SRP388304,Bone marrow,,
SRR20641130,RNA-Seq,50,96207800,PRJNA862285,SAMN29956486,41517056,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664266,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388676,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:52:00Z,1,GSM6388676,Bone marrow,SRP388304,Bone marrow,,
SRR20641131,RNA-Seq,50,47866200,PRJNA862285,SAMN29956487,20457465,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664265,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388675,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6388675,Bone marrow,SRP388304,Bone marrow,,
SRR20641132,RNA-Seq,50,78930950,PRJNA862285,SAMN29956488,33837436,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664264,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388674,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:52:00Z,1,GSM6388674,Bone marrow,SRP388304,Bone marrow,,
SRR20641133,RNA-Seq,50,88286000,PRJNA862285,SAMN29956489,37844810,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664263,Aldh2 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388673,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6388673,Bone marrow,SRP388304,Bone marrow,,
SRR20641134,RNA-Seq,50,70221350,PRJNA862285,SAMN29956490,30149855,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664262,Aldh2 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388672,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6388672,Bone marrow,SRP388304,Bone marrow,,
SRR20641135,RNA-Seq,50,90083650,PRJNA862285,SAMN29956491,38862525,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664261,Aldh2 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388671,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6388671,Bone marrow,SRP388304,Bone marrow,,
SRR20641136,RNA-Seq,50,55014500,PRJNA862285,SAMN29956492,23405050,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX16664260,Aldh2 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388670,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6388670,Bone marrow,SRP388304,Bone marrow,,
SRR20641142,RNA-Seq,50,37986500,PRJNA862285,SAMN29956530,16463697,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664254,Aldh2 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388632,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6388632,Bone marrow,SRP388304,Bone marrow,,
SRR20641145,RNA-Seq,50,84864650,PRJNA862285,SAMN29956549,36903260,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664251,Aldh2 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388613,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:52:00Z,1,GSM6388613,Bone marrow,SRP388304,Bone marrow,,
SRR20641148,RNA-Seq,50,94619900,PRJNA862285,SAMN29956552,40957155,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664248,Aldh2 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388610,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:52:00Z,1,GSM6388610,Bone marrow,SRP388304,Bone marrow,,
SRR20641154,RNA-Seq,50,64929600,PRJNA862285,SAMN29956456,27766416,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664416,Aldh2 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388706,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6388706,Bone marrow,SRP388304,Bone marrow,,
SRR20641155,RNA-Seq,50,62746700,PRJNA862285,SAMN29956457,26932848,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664415,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388705,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6388705,Bone marrow,SRP388304,Bone marrow,,
SRR20641159,RNA-Seq,50,84999650,PRJNA862285,SAMN29956477,36540832,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664411,Aldh2 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388685,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:52:00Z,1,GSM6388685,Bone marrow,SRP388304,Bone marrow,,
SRR20641160,RNA-Seq,50,51139250,PRJNA862285,SAMN29956478,21949454,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX16664410,Aldh2 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388684,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6388684,Bone marrow,SRP388304,Bone marrow,,
SRR20641161,RNA-Seq,50,58304050,PRJNA862285,SAMN29956479,25065064,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664409,Aldh2 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388683,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6388683,Bone marrow,SRP388304,Bone marrow,,
SRR20641162,RNA-Seq,50,88950100,PRJNA862285,SAMN29956480,38468482,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664408,Aldh2 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388682,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:52:00Z,1,GSM6388682,Bone marrow,SRP388304,Bone marrow,,
SRR20641166,RNA-Seq,50,65058600,PRJNA862285,SAMN29956484,27846684,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664404,Aldh2 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388678,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:52:00Z,1,GSM6388678,Bone marrow,SRP388304,Bone marrow,,
SRR20641167,RNA-Seq,50,74764250,PRJNA862285,SAMN29956493,32330856,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664403,Aldh2 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388669,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:52:00Z,1,GSM6388669,Bone marrow,SRP388304,Bone marrow,,
SRR20641170,RNA-Seq,50,65180800,PRJNA862285,SAMN29956496,27996134,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664400,Aldh2 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388666,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6388666,Bone marrow,SRP388304,Bone marrow,,
SRR20641174,RNA-Seq,50,87216000,PRJNA862285,SAMN29956500,37855637,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664396,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388662,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:52:00Z,1,GSM6388662,Bone marrow,SRP388304,Bone marrow,,
SRR20641180,RNA-Seq,50,80220000,PRJNA862285,SAMN29956522,34504270,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664390,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388640,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:52:00Z,1,GSM6388640,Bone marrow,SRP388304,Bone marrow,,
SRR20641184,RNA-Seq,50,62765100,PRJNA862285,SAMN29956558,26920122,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664386,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388604,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6388604,Bone marrow,SRP388304,Bone marrow,,
SRR20641188,RNA-Seq,50,68550700,PRJNA862285,SAMN29956562,30177488,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX16664382,Aldh2 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388600,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:52:00Z,1,GSM6388600,Bone marrow,SRP388304,Bone marrow,,
SRR20641189,RNA-Seq,50,90172150,PRJNA862285,SAMN29956563,38978985,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664381,Aldh2 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388599,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6388599,Bone marrow,SRP388304,Bone marrow,,
SRR20641195,RNA-Seq,50,50981850,PRJNA862285,SAMN29956585,21768845,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664375,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388577,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6388577,Bone marrow,SRP388304,Bone marrow,,
SRR20641199,RNA-Seq,50,36080750,PRJNA862285,SAMN29956629,15216659,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664371,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388533,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6388533,Bone marrow,SRP388304,Bone marrow,,
SRR20641203,RNA-Seq,50,61801000,PRJNA862285,SAMN29956633,26350654,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664367,Aldh2 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388529,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6388529,Bone marrow,SRP388304,Bone marrow,,
SRR20641210,RNA-Seq,50,68777950,PRJNA862285,SAMN29956664,29281866,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664360,Aldh2 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388498,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6388498,Bone marrow,SRP388304,Bone marrow,,
SRR20641214,RNA-Seq,50,93706000,PRJNA862285,SAMN29956668,39729405,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664356,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388494,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:52:00Z,1,GSM6388494,Bone marrow,SRP388304,Bone marrow,,
SRR20641218,RNA-Seq,50,62242000,PRJNA862285,SAMN29954997,26860409,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664352,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6390082,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6390082,Bone marrow,SRP388304,Bone marrow,,
SRR20641219,RNA-Seq,50,49055050,PRJNA862285,SAMN29954998,21237632,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664351,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6390081,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:51:00Z,1,GSM6390081,Bone marrow,SRP388304,Bone marrow,,
