"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Chtop",453.319147575069,-0.27290949023474,0.0615149773895088,-4.43647225141115,9.14451165741924e-06,0.000701742617119287
"Crebzf",333.112089823496,-0.444894616287672,0.100290836839565,-4.43604451121861,9.1626909984352e-06,0.000701742617119287
"Zfhx3",158.663992527214,0.491468757905052,0.110817974656008,4.43491914944872,9.21068496057684e-06,0.000702364569612819
"Tunar",139.273406747889,-0.328394115117035,0.0740961835932762,-4.43199769801416,9.3364014894453e-06,0.000706368018809023
"Rabl2",124.568662541226,-0.404657999284811,0.091307068837257,-4.43183648799483,9.34338622665355e-06,0.000706368018809023
"H2-Aa",40.0633490488276,0.694821624865735,0.1571239469078,4.42212430720987,9.77351964165603e-06,0.000735728839691329
"Cyb5r3",304.863498607847,0.365120285265385,0.0825951689522383,4.42060098547072,9.84267741597333e-06,0.000737781968861149
"Zmynd11",781.412715748991,-0.21631511728471,0.0489631304269611,-4.41791845003435,9.96560051397496e-06,0.000743830733278258
"Morf4l2",725.64534887826,-0.413152160137934,0.0935558488176434,-4.41610188309273,1.00496731187933e-05,0.000745788393379007
"Cox5b",324.555580240271,-0.465040032368829,0.105319302663443,-4.41552517542681,1.00765051163329e-05,0.000745788393379007
"Hs3st2",91.4817007382447,-0.397982607072986,0.0902090267115742,-4.41178251867695,1.02523066256457e-05,0.000755625025986395
"Pkm",2569.88248468548,0.384511179984564,0.0872174182623597,4.40865124931711,1.0401636641682e-05,0.000763353617183682
"Kmt2d",1291.89232067812,0.415307926253991,0.094221690336163,4.40777409927863,1.04438388726237e-05,0.000763353617183682
"Amz2",201.024369728716,-0.326302126146027,0.0740768412928406,-4.40491414659663,1.05825781260166e-05,0.000770297990453643
"Opalin",110.718917854556,-0.868572299442098,0.197250511949184,-4.40339693346835,1.06568924072132e-05,0.000772515060712185
"Xirp2",8.39853976172234,-0.949779061434656,0.21588285543353,-4.39951129758468,1.08494929360114e-05,0.000783253352737051
"Tafa1",151.646141812541,-0.410267684987418,0.0933486029992769,-4.39500615762398,1.10769613777665e-05,0.000796410917017781
"Rxfp3",14.1454215089216,0.866581661827885,0.197233852582535,4.39367608795884,1.11449836322831e-05,0.000798044254807588
"Gbp2",18.2592436380894,0.723042548683178,0.164942252117601,4.38361025995729,1.167285263912e-05,0.000830745056467992
"Snord71",232.890802914094,1.389451520022,0.316996287199338,4.38317916054413,1.16959848994642e-05,0.000830745056467992
"Brd4",448.0299103255,0.228205232305809,0.0521063706622815,4.37960328852842,1.18895557185922e-05,0.000841102505955827
"Itgax",12.3374627324732,2.18057907545773,0.499021301739528,4.36971140882462,1.2441084420887e-05,0.000876598808295697
"Pnpla7",81.6626210013193,0.524259361514816,0.120039737216411,4.36738178266475,1.25744816581939e-05,0.00088246810521548
"Cd48",6.60583268803842,1.63658246804078,0.374977522105134,4.3644815263938,1.27424616761849e-05,0.000887187598521729
"Cry2",733.917833984345,0.251787133787946,0.057678988993641,4.36531808516451,1.26937905447175e-05,0.000887187598521729
"Itgb2",31.2730353064891,0.764932302946009,0.175506679463142,4.35842274086584,1.31003152123847e-05,0.000906590472168455
"C1qtnf6",13.4274288350985,-0.917085233248533,0.210435920991442,-4.35802608664815,1.31240743913117e-05,0.000906590472168455
"Bpifa1",6.01676691735088,3.41380227361784,0.784124305792916,4.35364934921353,1.33889806459337e-05,0.000921276929992667
"5430427O19Rik",3.17115261950676,1.75141306795494,0.402625658638161,4.34997877154404,1.3615071181806e-05,0.000933188633725729
"Elovl6",360.761593721431,-0.323146755899898,0.0743172359381755,-4.34820740869216,1.372547728527e-05,0.00093710962162803
"Dio2",378.814016539581,-0.271602108425372,0.0625565992243642,-4.34170194340727,1.41383245890347e-05,0.000961569836431842
"Cebpa",25.4482800002748,0.589493910409018,0.136097568789354,4.33140661991849,1.48159780812287e-05,0.00100378251500324
"Tns2",157.436575392558,0.31286833470987,0.0723002255125713,4.32734936152404,1.50914489697769e-05,0.00101852825135104
"Acss2",301.851004773596,-0.28033739317479,0.0648124084019591,-4.32536608478071,1.52278755958819e-05,0.00102381308634145
"Adcyap1r1",1370.80750589113,0.275785722601784,0.06379535391264,4.32297503952151,1.5393915561032e-05,0.00102735658188922
"Gm20491",6.45510160333564,1.50746268692209,0.348713376791487,4.32292761692214,1.53972260924641e-05,0.00102735658188922
"Zcchc18",1301.33614536593,0.240192706367228,0.055665819645813,4.31490469188294,1.59671775806569e-05,0.00104607203085927
"Zdhhc23",145.43186178478,-0.35096621719327,0.0812863221997439,-4.31765403693434,1.57696350902682e-05,0.00104607203085927
"Flywch1",715.87986873826,0.390330572769658,0.0904701760771583,4.31446681873108,1.59988560339955e-05,0.00104607203085927
"Flnc",13.5012399767719,1.13411113404202,0.262754788822693,4.31623392716666,1.58713783099426e-05,0.00104607203085927
"Spcs1",331.394496271367,-0.672978619813153,0.155999418632927,-4.31398158858976,1.60340305609993e-05,0.00104607203085927
"Plvap",73.8276133076491,0.473822649561932,0.109768026265951,4.31658166480951,1.58464070844883e-05,0.00104607203085927
"Ss18",80.0180800386527,-0.374764646132631,0.0869421626333673,-4.31050522302974,1.6288198147464e-05,0.00105873287958516
"1700071K01Rik",9.23313707717913,1.3314828887056,0.309097557868027,4.30764609688082,1.65001109122996e-05,0.00106856416808881
"Mlst8",223.17893597417,-0.28828870413355,0.067155953818237,-4.29282420608345,1.76414680804994e-05,0.00113631658293131
"Usp18",12.7064338596836,1.12425294064942,0.261917174252679,4.29239870908511,1.76753189737825e-05,0.00113631658293131
"Ube2m",252.039952940497,-0.363659268381297,0.0848767100123767,-4.28455896002882,1.83102048181439e-05,0.00117285184680584
"Wdr6",762.776046288091,0.36118689791358,0.0843467215383843,4.28216878292314,1.85080505852013e-05,0.00117352782859
"Card10",36.9629049659049,0.79569765138668,0.185790852849668,4.28276009923113,1.84589159387295e-05,0.00117352782859
"Pnpo",224.876912356055,0.307519384126613,0.0718164665467329,4.28201774486499,1.85206208542731e-05,0.00117352782859
"Epcam",3.64530335165149,1.58132253735154,0.369602932552296,4.27843612179077,1.8821098461555e-05,0.00118404874785818
"Ndufs1",810.703673286169,0.165914560951424,0.0387739333241538,4.27902321810796,1.87715282901028e-05,0.00118404874785818
"Tlr2",17.2788848264342,0.94588777113815,0.221399389771364,4.27231426479971,1.93454672049082e-05,0.00121270606695537
"Cyth1",369.949258893241,-0.228420281009459,0.0535081522331121,-4.26888747745071,1.96450332552852e-05,0.00122711794607039
"Neu4",55.6419538230492,-0.647643430356591,0.151931930356143,-4.26272100169105,2.01952603166777e-05,0.00125322073841721
"Pak7",222.7430069586,-0.272058598681306,0.0638244017565688,-4.26261102640583,2.02052052063859e-05,0.00125322073841721
"Snord55",744.22605306604,1.68956411859491,0.396446834188202,4.26176721036151,2.02816654495893e-05,0.00125354925226146
"Smim13",1233.26284338166,-0.276375270156457,0.0649882378117479,-4.25269678733306,2.11211471376634e-05,0.00130087065325154
"9130024F11Rik",30.1071154881921,-0.644752045587807,0.151651699504735,-4.25153194915351,2.12313214805407e-05,0.0013031000971419
"Cfap46",62.0800103161101,0.626166959867057,0.147432694539618,4.24713773171116,2.16518865010829e-05,0.00132429854415478
"Greb1",15.0170051233055,0.789290773740308,0.186086585291283,4.2415243017374,2.22006845880107e-05,0.00135316629417927
"S1pr1",650.822462407705,-0.203944602441174,0.0481081975134182,-4.23929003750952,2.24227802556968e-05,0.00136199060070379
"Bst2",18.1780794944139,1.00180219307489,0.236494739501212,4.23604429928453,2.27491914616047e-05,0.00137706875462601
"Pisd-ps3",810.989787038828,0.750070485374506,0.177161536994877,4.23382240918464,2.29752402064939e-05,0.00138598923368969
"Pou1f1",2.5453685493538,2.12312352231364,0.501564145550816,4.23300497283758,2.3058940433922e-05,0.00138629090697452
"Cacng3",211.896952195476,-0.362379378797291,0.0856375403746786,-4.2315481880005,2.32088256860017e-05,0.00139055600156095
"Gnb4",182.066546556067,-0.351164911786272,0.0830086726617839,-4.23046051124178,2.33213382778268e-05,0.00139256058903023
"6430584L05Rik",15.9742522549351,-0.853317521627967,0.201811727171462,-4.22828511300029,2.35479271162406e-05,0.00139662200724774
"Sdf4",1143.12819298667,0.152256112611322,0.0360028988292468,4.22899592983989,2.34736592227011e-05,0.00139662200724774
"Ifi30",15.746524685872,0.806588330510003,0.190830443689836,4.22672774277557,2.37114273233133e-05,0.00140159997416162
"H3f3a",30.7175816851424,-0.931000254870579,0.220361202114639,-4.22488281029726,2.39065150149557e-05,0.00140840555848978
"Arl6ip4",235.245690091933,0.761777290880981,0.180390549281305,4.22293348468633,2.41143003128152e-05,0.00141591133336747
"Arhgap22",27.019578135196,0.649338887611352,0.153873180286098,4.21996144099985,2.4434410695229e-05,0.00142520577614721
"Nras",355.578663724403,-0.389031274717181,0.0921772772183205,-4.22046828087324,2.43795359904141e-05,0.00142520577614721
"Napa",1091.16650025495,0.33074352905963,0.078481648011745,4.21427859173056,2.50577829828836e-05,0.00145674207011055
"Bcam",79.65086471061,0.591154032559497,0.140401262064731,4.21046095929642,2.5485016293693e-05,0.00147186413774886
"Tbrg3",46.9353987759971,0.654227649403823,0.155366944145338,4.21085484433435,2.54406179068581e-05,0.00147186413774886
"Dbp",194.257911867924,0.323336812125458,0.0768818840350281,4.20563070460321,2.60355068401215e-05,0.00149874331042072
"Gtpbp8",49.1955774086115,-0.465501938032765,0.110731085327653,-4.20389574124868,2.62359820722882e-05,0.00150536424821941
"Phyhd1",196.519957964089,0.338316928647776,0.0806592129401467,4.19439908121623,2.73595925016792e-05,0.00156473773349701
"C3",13.9249337486162,1.26708499352278,0.302294075973301,4.19156409017651,2.77037902168313e-05,0.00157420085377253
"Cyp2d22",164.323642322227,0.365312949826579,0.0871460453505867,4.19196245058434,2.76551776768815e-05,0.00157420085377253
"Cers2",264.458369314177,-0.349011851214415,0.0833000736693684,-4.18981443641575,2.79182668903864e-05,0.00158128704589761
"Ppp2r5c",952.863232776768,-0.191689457525412,0.0457896753826056,-4.18630304590957,2.83534739023535e-05,0.00159059376684699
"Zfp57",41.5110843699142,-0.739782223751965,0.176708382450451,-4.18645801344144,2.83341317147514e-05,0.00159059376684699
"Ppm1a",1416.83810109341,0.251869942261739,0.0601557696734574,4.18696234174978,2.82712710562283e-05,0.00159059376684699
"C2cd2l",627.913847644143,0.236802418983103,0.0565826663565459,4.18506999106287,2.85078248887942e-05,0.00159417566798765
"Ywhaq",477.244397096918,-0.393766681506833,0.0941078692462299,-4.18420568503741,2.86164925695399e-05,0.00159518834371027
"Ints7",206.294114306394,-0.315737719882808,0.075524749096104,-4.18058614774127,2.90758628547141e-05,0.00161568241068072
"Tfdp1",95.2534653386463,-0.416410654667502,0.0996590448069957,-4.17835285772548,2.93627864056154e-05,0.00162389655535222
"Irf1",28.6981657166384,0.523348887560465,0.125262947062385,4.17800235292101,2.94080613770852e-05,0.00162389655535222
"Lag3",40.9053247387523,0.662067353092168,0.158613858178914,4.17408264759164,2.99189137894017e-05,0.00162661008148244
"Chd2",382.837094090573,0.281325228903655,0.0673814955243813,4.17511108523646,2.9784068079974e-05,0.00162661008148244
"Pdlim4",47.730358376328,0.542782227837449,0.130000049257487,4.17524632442545,2.97663789502469e-05,0.00162661008148244
"Tspan7",4184.4013837071,-0.2257494584194,0.0540734725447199,-4.17486519351426,2.98162560335872e-05,0.00162661008148244
"Diras2",1410.56759171138,-0.226610580231527,0.0542834572950483,-4.17457898821412,2.98537627904741e-05,0.00162661008148244
"Bcl9l",216.476709213367,0.409377940717708,0.0981871971201167,4.16936171644556,3.05453879395501e-05,0.00165556002632362
"Lypd1",227.379597670497,-0.219192839052182,0.0526065925725758,-4.16664201829427,3.09119344319399e-05,0.00166752364792649
"Car4",151.258885930082,-0.53632980471386,0.128729826772301,-4.16632118726087,3.09554489282976e-05,0.00166752364792649
"Pdk2",520.109533857016,0.16073227240245,0.0385968451718998,4.16438886874283,3.1218763940643e-05,0.00167658087443423
"Pde7a",162.625688873344,-0.301880128889092,0.0725475387197109,-4.16113536332932,3.16669306102479e-05,0.00169548019057604
"Magt1",321.16090455449,-0.319393271242507,0.0767832856495092,-4.15967184186977,3.18705163176423e-05,0.00169852068286528
"Praf2",181.309884807854,-0.416880061472702,0.100227406013342,-4.15934202085613,3.19165680402161e-05,0.00169852068286528
"Irf7",13.3173012412565,0.974605330279677,0.234468075590342,4.15666537043827,3.22926446492675e-05,0.00171335823944833
"A830082K12Rik",47.993038566169,-0.433908639276768,0.104443872903119,-4.15446715269988,3.26046448767271e-05,0.00171955335180703
"Fkbp5",189.82642212497,0.421145557026357,0.101363395863741,4.15480907518613,3.25559273362345e-05,0.00171955335180703
"Ldlrad3",108.608004064418,-0.305283857796281,0.0735903591345883,-4.14842190453171,3.34775009041181e-05,0.00176031695052549
"Galnt4",38.3500751325546,-0.508893739210263,0.122704502587841,-4.14731104790517,3.3640289652747e-05,0.0017636122090272
"Ociad1",1222.73574366212,-0.187689035485893,0.0452702006894841,-4.1459731264123,3.38373514554197e-05,0.0017686793646505
"Rhpn2",54.5904609716023,0.37302813947195,0.0900096066144315,4.14431474042395,3.408313635919e-05,0.00177625576025779
"Ctsb",2678.44977098508,0.244530983299007,0.0591187905452265,4.13626498519008,3.53004531921511e-05,0.00183426986129717
"Brwd1",571.534279003232,-0.244806503980044,0.059247185542331,-4.13195161490219,3.59696147541839e-05,0.00186354342322044
"Capza2",1564.43823970619,-0.385534907399906,0.093328083363114,-4.13096351609296,3.61245917163005e-05,0.00186608411461183
"Rgs20",148.331796041695,-0.465440227800772,0.112725322355844,-4.12897668486146,3.64381346669985e-05,0.00187357869459508
"Mark1",314.676170174989,-0.219552808211893,0.0531772571598161,-4.12869749096049,3.64824009222884e-05,0.00187357869459508
"Vcl",184.748997591954,-0.311434980035498,0.0754721969789983,-4.12648620951318,3.68348081555384e-05,0.00188617774901107
"Cd68",54.8270449866191,0.759787056511485,0.184417894556728,4.11992045748994,3.79003216675197e-05,0.00193511352514017
"Smarcc2",1237.77082233173,0.206025164076703,0.0500484975931513,4.11651046453982,3.84651872919665e-05,0.00195827824898263
"Vopp1",432.981564468051,-0.246065999666679,0.0598696154582012,-4.1100314038007,3.95605312525224e-05,0.00200823849571522
"Map1s",173.655958962694,0.467923145888518,0.113896153943186,4.10833140267341,3.98527971892475e-05,0.00201726155887527
"Ndst2",116.046792167515,0.293561455720607,0.0714987011235229,4.10582921238587,4.02867064700998e-05,0.00203338204719429
"Calm2",4685.56244319223,-0.706307944327363,0.17230990996504,-4.09905584925827,4.1483893376702e-05,0.00208187687131227
"Arhgap45",40.8595510759805,0.494460002124995,0.120622759832573,4.09922640479554,4.1453337839144e-05,0.00208187687131227
"Gdpd1",262.234628433359,-0.281718657501009,0.0687935698458942,-4.09513066602143,4.21930353799795e-05,0.00211144976766573
"Ccnd3",57.8096829657972,0.55948354343848,0.136748640664343,4.09132800677532,4.28909983996591e-05,0.00214029727141642
"Dmtf1",358.404137265869,-0.289905609230231,0.0708952239726185,-4.08921212156971,4.32840892681161e-05,0.00214774431678272
"Arpc2",343.413775958649,-0.284246817099939,0.0695037084032262,-4.08966404282889,4.31998450359981e-05,0.00214774431678272
"Snord37",37.5417019479246,1.07018749979823,0.262093991394025,4.08322027569621,4.44158850070102e-05,0.0021977129617935
"Brd7",166.297986545858,-0.237576924621612,0.0582103584804559,-4.08135134061025,4.47746119775384e-05,0.00220925711480207
"Eps15",1470.00224206558,-0.224577251115147,0.055034170714602,-4.08068747469217,4.49026957739878e-05,0.00220938822921451
"Pomc",59.293696936319,2.29941606455777,0.563642625114273,4.07956382662079,4.51202804227674e-05,0.00221391013829261
"Igf1r",370.392616708934,0.328283743131625,0.080597380154193,4.07313168869232,4.63851794541471e-05,0.00226965260023556
"Ifit3b",31.5734410768116,0.933406802177903,0.229310792348698,4.07048788509932,4.69147809915389e-05,0.00228920738827135
"Fyb",31.8032101498975,0.536032246591031,0.131717020729546,4.06957463524524,4.70990500094559e-05,0.00229185018208996
"Usp28",161.468344495932,-0.242273608448623,0.0595440697283036,-4.06881171465277,4.72535125651854e-05,0.00229303202158606
"Zfp64",41.4557417956719,0.435895708045035,0.107156255992601,4.0678512328308,4.74486568272338e-05,0.00229617607146078
"Mup3",3.26593007075196,-3.76600417317525,0.926508888304673,-4.06472535850821,4.80890544733497e-05,0.00232079094396727
"Plec",1016.91359862533,0.354610831174016,0.0876352833511594,4.04643903247361,5.2002660641066e-05,0.00250280564806661
"Hrk",231.718918413085,-0.246133547362271,0.0608552370315234,-4.04457462280152,5.24182107299568e-05,0.00251593128612585
"4632404H12Rik",56.3487008554151,-0.442047060191199,0.109379844525827,-4.0413941170562,5.31343714342385e-05,0.00254337487177747
"Cnpy1",316.897447625189,-0.871577999339902,0.216099484557233,-4.03322572067064,5.50163871270242e-05,0.00262632427979006
"Spag6",15.4438635509641,1.09066576689421,0.270825671031286,4.02718753632559,5.64480086147889e-05,0.00268738289662029
